	Ticker Symbol	Years	Period Ending	Period Ending Year	Total Revenue	Cost of Goods Sold	 Sales, General and Admin. 	Research and Development	Other Operating Items	GICS Sector	GICS Sub Industry	Gross Margin 1-(COGS/Total revenue)	Operating Margin [Operating profit or Income/Total revenue]	Operating profit [Gross profit - Total operatign expenses]	Gross profit [Total revenue - COGS]
990	LUK	Year 4	12/31/2015	2015	$10,116,502,000	$7,677,233,000	$2,620,072,000	$0	$224,133,000	Financials	Multi-Sector Holdings	0.24	-0.04	-$404,936,000	$2,439,269,000
991	LUV	Year 1	12/31/2013	2013	$17,699,000,000	$8,307,000,000	$7,161,000,000	$0	$867,000,000	Industrials	Airlines	0.53	0.08	$1,364,000,000	$9,392,000,000
992	LUV	Year 2	12/31/2014	2014	$18,605,000,000	$7,677,000,000	$7,639,000,000	$0	$938,000,000	Industrials	Airlines	0.59	0.13	$2,351,000,000	$10,928,000,000
993	LUV	Year 3	12/31/2015	2015	$19,820,000,000	$6,025,000,000	$8,625,000,000	$0	$1,015,000,000	Industrials	Airlines	0.70	0.21	$4,155,000,000	$13,795,000,000
994	LUV	Year 4	12/31/2016	2016	$20,425,000,000	$6,132,000,000	$9,312,000,000	$0	$1,221,000,000	Industrials	Airlines	0.70	0.18	$3,760,000,000	$14,293,000,000
995	LVLT	Year 1	12/31/2012	2012	$6,376,000,000	$3,851,000,000	$1,201,000,000	$0	$749,000,000	Telecommunications Services	Alternative Carriers	0.40	0.09	$575,000,000	$2,525,000,000
996	LVLT	Year 2	12/31/2013	2013	$6,313,000,000	$3,685,000,000	$1,162,000,000	$0	$800,000,000	Telecommunications Services	Alternative Carriers	0.42	0.11	$666,000,000	$2,628,000,000
997	LVLT	Year 3	12/31/2014	2014	$6,777,000,000	$3,775,000,000	$1,181,000,000	$0	$808,000,000	Telecommunications Services	Alternative Carriers	0.44	0.15	$1,013,000,000	$3,002,000,000
998	LVLT	Year 4	12/31/2015	2015	$8,229,000,000	$4,265,000,000	$1,467,000,000	$0	$1,166,000,000	Telecommunications Services	Alternative Carriers	0.48	0.16	$1,331,000,000	$3,964,000,000
999	LYB	Year 1	12/31/2012	2012	$45,352,000,000	$39,595,000,000	$909,000,000	$172,000,000	$0	Materials	Diversified Chemicals	0.13	0.10	$4,676,000,000	$5,757,000,000
1000	LYB	Year 2	12/31/2013	2013	$44,062,000,000	$37,940,000,000	$870,000,000	$150,000,000	$0	Materials	Diversified Chemicals	0.14	0.12	$5,102,000,000	$6,122,000,000
1001	LYB	Year 3	12/31/2014	2014	$45,608,000,000	$38,939,000,000	$806,000,000	$127,000,000	$0	Materials	Diversified Chemicals	0.15	0.13	$5,736,000,000	$6,669,000,000
1002	LYB	Year 4	12/31/2015	2015	$32,735,000,000	$25,683,000,000	$828,000,000	$102,000,000	$0	Materials	Diversified Chemicals	0.22	0.19	$6,122,000,000	$7,052,000,000
1003	M	Year 1	2/2/2013	2013	$27,686,000,000	$16,538,000,000	$8,482,000,000	$0	$0	Consumer Discretionary	Department Stores	0.40	0.10	$2,666,000,000	$11,148,000,000
1004	M	Year 2	2/1/2014	2014	$27,931,000,000	$16,725,000,000	$8,440,000,000	$0	$0	Consumer Discretionary	Department Stores	0.40	0.10	$2,766,000,000	$11,206,000,000
1005	M	Year 3	1/31/2015	2015	$28,105,000,000	$16,863,000,000	$8,355,000,000	$0	$0	Consumer Discretionary	Department Stores	0.40	0.10	$2,887,000,000	$11,242,000,000
1006	M	Year 4	1/30/2016	2016	$27,079,000,000	$16,496,000,000	$8,256,000,000	$0	$0	Consumer Discretionary	Department Stores	0.39	0.09	$2,327,000,000	$10,583,000,000
1007	MA	Year 1	12/31/2013	2013	$8,312,000,000	$0	$3,456,000,000	$0	$258,000,000	Information Technology	Internet Software & Services	1.00	0.55	$4,598,000,000	$8,312,000,000
1008	MA	Year 2	12/31/2014	2014	$9,441,000,000	$0	$4,014,000,000	$0	$321,000,000	Information Technology	Internet Software & Services	1.00	0.54	$5,106,000,000	$9,441,000,000
1009	MA	Year 3	12/31/2015	2015	$9,667,000,000	$0	$4,162,000,000	$0	$366,000,000	Information Technology	Internet Software & Services	1.00	0.53	$5,139,000,000	$9,667,000,000
1010	MA	Year 4	12/31/2016	2016	$10,776,000,000	$0	$4,525,000,000	$0	$373,000,000	Information Technology	Internet Software & Services	1.00	0.55	$5,878,000,000	$10,776,000,000
1011	MAA	Year 1	12/31/2012	2012	$475,888,000	$117,275,000	$47,115,000	$0	$121,211,000	Real Estate	Residential REITs	0.75	0.40	$190,287,000	$358,613,000
1012	MAA	Year 2	12/31/2013	2013	$635,490,000	$172,050,000	$43,720,000	$0	$186,979,000	Real Estate	Residential REITs	0.73	0.37	$232,741,000	$463,440,000
1013	MAA	Year 3	12/31/2014	2014	$992,332,000	$275,379,000	$57,664,000	$0	$301,812,000	Real Estate	Residential REITs	0.72	0.36	$357,477,000	$716,953,000
1014	MAA	Year 4	12/31/2015	2015	$1,042,779,000	$280,901,000	$53,992,000	$0	$294,520,000	Real Estate	Residential REITs	0.73	0.40	$413,366,000	$761,878,000
1015	MAC	Year 1	12/31/2012	2012	$797,517,000	$337,533,000	$20,412,000	$0	$277,621,000	Real Estate	Retail REITs	0.58	0.20	$161,951,000	$459,984,000
1016	MAC	Year 2	12/31/2013	2013	$1,029,475,000	$423,256,000	$27,772,000	$0	$357,165,000	Real Estate	Retail REITs	0.59	0.21	$221,282,000	$606,219,000
1017	MAC	Year 3	12/31/2014	2014	$1,105,247,000	$441,929,000	$29,412,000	$0	$378,716,000	Real Estate	Retail REITs	0.60	0.23	$255,190,000	$663,318,000
1018	MAC	Year 4	12/31/2015	2015	$1,288,149,000	$497,359,000	$29,870,000	$0	$464,472,000	Real Estate	Retail REITs	0.61	0.23	$296,448,000	$790,790,000
1019	MAR	Year 1	12/31/2012	2012	$11,814,000,000	$10,190,000,000	$582,000,000	$0	$102,000,000	Consumer Discretionary	Hotels, Resorts & Cruise Lines	0.14	0.08	$940,000,000	$1,624,000,000
1020	MAR	Year 2	12/31/2013	2013	$12,784,000,000	$11,020,000,000	$649,000,000	$0	$127,000,000	Consumer Discretionary	Hotels, Resorts & Cruise Lines	0.14	0.08	$988,000,000	$1,764,000,000
1021	MAR	Year 3	12/31/2014	2014	$13,796,000,000	$11,830,000,000	$659,000,000	$0	$148,000,000	Consumer Discretionary	Hotels, Resorts & Cruise Lines	0.14	0.08	$1,159,000,000	$1,966,000,000
1022	MAR	Year 4	12/31/2015	2015	$14,486,000,000	$12,363,000,000	$634,000,000	$0	$139,000,000	Consumer Discretionary	Hotels, Resorts & Cruise Lines	0.15	0.09	$1,350,000,000	$2,123,000,000
1023	MAS	Year 1	12/31/2013	2013	$6,761,000,000	$4,802,000,000	$1,347,000,000	$0	$0	Industrials	Building Products	0.29	0.09	$612,000,000	$1,959,000,000
1024	MAS	Year 2	12/31/2014	2014	$7,006,000,000	$4,946,000,000	$1,338,000,000	$0	$0	Industrials	Building Products	0.29	0.10	$722,000,000	$2,060,000,000
1025	MAS	Year 3	12/31/2015	2015	$7,142,000,000	$4,889,000,000	$1,339,000,000	$0	$0	Industrials	Building Products	0.32	0.13	$914,000,000	$2,253,000,000
1026	MAS	Year 4	12/31/2016	2016	$7,357,000,000	$4,901,000,000	$1,403,000,000	$0	$0	Industrials	Building Products	0.33	0.14	$1,053,000,000	$2,456,000,000
1027	MAT	Year 1	12/31/2012	2012	$6,420,881,000	$3,011,684,000	$2,388,182,000	$0	$0	Consumer Discretionary	Leisure Products	0.53	0.16	$1,021,015,000	$3,409,197,000
1028	MAT	Year 2	12/31/2013	2013	$6,484,892,000	$3,006,009,000	$2,310,780,000	$0	$0	Consumer Discretionary	Leisure Products	0.54	0.18	$1,168,103,000	$3,478,883,000
1029	MAT	Year 3	12/31/2014	2014	$6,023,819,000	$3,022,797,000	$2,347,308,000	$0	$0	Consumer Discretionary	Leisure Products	0.50	0.11	$653,714,000	$3,001,022,000
1030	MAT	Year 4	12/31/2015	2015	$5,702,613,000	$2,896,255,000	$2,265,436,000	$0	$0	Consumer Discretionary	Leisure Products	0.49	0.09	$540,922,000	$2,806,358,000
1031	MCD	Year 1	12/31/2012	2012	$27,567,000,000	$16,750,700,000	$2,211,700,000	$0	$0	Consumer Discretionary	Restaurants	0.39	0.31	$8,604,600,000	$10,816,300,000
1032	MCD	Year 2	12/31/2013	2013	$28,105,700,000	$17,203,000,000	$2,138,400,000	$0	$0	Consumer Discretionary	Restaurants	0.39	0.31	$8,764,300,000	$10,902,700,000
1033	MCD	Year 3	12/31/2014	2014	$27,441,300,000	$16,985,600,000	$2,506,500,000	$0	$0	Consumer Discretionary	Restaurants	0.38	0.29	$7,949,200,000	$10,455,700,000
1034	MCD	Year 4	12/31/2015	2015	$25,413,000,000	$15,623,800,000	$2,643,700,000	$0	$0	Consumer Discretionary	Restaurants	0.39	0.28	$7,145,500,000	$9,789,200,000
1035	MCHP	Year 1	3/31/2013	2013	$1,581,623,000	$743,164,000	$261,471,000	$254,723,000	$111,537,000	Information Technology	Semiconductors	0.53	0.13	$210,728,000	$838,459,000
1036	MCHP	Year 2	3/31/2014	2014	$1,931,217,000	$802,474,000	$267,278,000	$305,043,000	$94,534,000	Information Technology	Semiconductors	0.58	0.24	$461,888,000	$1,128,743,000
1037	MCHP	Year 3	3/31/2015	2015	$2,147,036,000	$917,472,000	$274,815,000	$349,543,000	$176,746,000	Information Technology	Semiconductors	0.57	0.20	$428,460,000	$1,229,564,000
1038	MCHP	Year 4	3/31/2016	2016	$2,173,334,000	$967,870,000	$301,670,000	$372,596,000	$174,896,000	Information Technology	Semiconductors	0.55	0.16	$356,302,000	$1,205,464,000
1039	MCK	Year 1	3/31/2013	2013	$122,196,000,000	$115,315,000,000	$4,110,000,000	$433,000,000	$0	Health Care	Health Care Distributors	0.06	0.02	$2,338,000,000	$6,881,000,000
1040	MCK	Year 2	3/31/2014	2014	$137,392,000,000	$129,040,000,000	$5,388,000,000	$457,000,000	$0	Health Care	Health Care Distributors	0.06	0.02	$2,507,000,000	$8,352,000,000
1041	MCK	Year 3	3/31/2015	2015	$179,045,000,000	$167,634,000,000	$7,901,000,000	$392,000,000	$0	Health Care	Health Care Distributors	0.06	0.02	$3,118,000,000	$11,411,000,000
1042	MCK	Year 4	3/31/2016	2016	$190,884,000,000	$179,468,000,000	$7,276,000,000	$392,000,000	$0	Health Care	Health Care Distributors	0.06	0.02	$3,748,000,000	$11,416,000,000
1043	MCO	Year 1	12/31/2012	2012	$2,730,300,000	$795,000,000	$752,200,000	$0	$93,500,000	Financials	Diversified Financial Services	0.71	0.40	$1,089,600,000	$1,935,300,000
1044	MCO	Year 2	12/31/2013	2013	$2,972,500,000	$822,400,000	$822,100,000	$0	$93,400,000	Financials	Diversified Financial Services	0.72	0.42	$1,234,600,000	$2,150,100,000
1045	MCO	Year 3	12/31/2014	2014	$3,334,300,000	$930,300,000	$869,300,000	$0	$95,600,000	Financials	Diversified Financial Services	0.72	0.43	$1,439,100,000	$2,404,000,000
1046	MCO	Year 4	12/31/2015	2015	$3,484,500,000	$976,300,000	$921,300,000	$0	$113,500,000	Financials	Diversified Financial Services	0.72	0.42	$1,473,400,000	$2,508,200,000
1047	MDLZ	Year 1	12/31/2012	2012	$35,015,000,000	$21,939,000,000	$9,176,000,000	$0	$217,000,000	Consumer Staples	Packaged Foods & Meats	0.37	0.11	$3,683,000,000	$13,076,000,000
1048	MDLZ	Year 2	12/31/2013	2013	$35,299,000,000	$22,189,000,000	$8,679,000,000	$0	$217,000,000	Consumer Staples	Packaged Foods & Meats	0.37	0.12	$4,214,000,000	$13,110,000,000
1049	MDLZ	Year 3	12/31/2014	2014	$34,244,000,000	$21,647,000,000	$8,457,000,000	$0	$206,000,000	Consumer Staples	Packaged Foods & Meats	0.37	0.11	$3,934,000,000	$12,597,000,000
1050	MDLZ	Year 4	12/31/2015	2015	$29,636,000,000	$18,124,000,000	$7,577,000,000	$0	$181,000,000	Consumer Staples	Packaged Foods & Meats	0.39	0.13	$3,754,000,000	$11,512,000,000
1051	MET	Year 1	12/31/2012	2012	$68,150,000,000	$37,987,000,000	$9,098,000,000	$0	$17,755,000,000	Financials	Life & Health Insurance	0.44	0.05	$3,310,000,000	$30,163,000,000
1052	MET	Year 2	12/31/2013	2013	$68,199,000,000	$38,107,000,000	$9,438,000,000	$0	$16,602,000,000	Financials	Life & Health Insurance	0.44	0.06	$4,052,000,000	$30,092,000,000
1053	MET	Year 3	12/31/2014	2014	$73,316,000,000	$39,102,000,000	$8,319,000,000	$0	$17,091,000,000	Financials	Life & Health Insurance	0.47	0.12	$8,804,000,000	$34,214,000,000
1054	MET	Year 4	12/31/2015	2015	$69,951,000,000	$38,714,000,000	$6,998,000,000	$0	$16,769,000,000	Financials	Life & Health Insurance	0.45	0.11	$7,470,000,000	$31,237,000,000
1055	MHK	Year 1	12/31/2012	2012	$5,787,980,000	$4,297,922,000	$1,110,550,000	$0	$0	Consumer Discretionary	Home Furnishings	0.26	0.07	$379,508,000	$1,490,058,000
1056	MHK	Year 2	12/31/2013	2013	$7,348,754,000	$5,427,945,000	$1,373,878,000	$0	$0	Consumer Discretionary	Home Furnishings	0.26	0.07	$546,931,000	$1,920,809,000
1057	MHK	Year 3	12/31/2014	2014	$7,803,446,000	$5,649,254,000	$1,381,396,000	$0	$0	Consumer Discretionary	Home Furnishings	0.28	0.10	$772,796,000	$2,154,192,000
1058	MHK	Year 4	12/31/2015	2015	$8,071,563,000	$5,660,877,000	$1,573,120,000	$0	$0	Consumer Discretionary	Home Furnishings	0.30	0.10	$837,566,000	$2,410,686,000
1059	MJN	Year 1	12/31/2012	2012	$3,901,300,000	$1,503,800,000	$1,457,300,000	$100,100,000	$0	Consumer Staples	Packaged Foods & Meats	0.61	0.22	$840,100,000	$2,397,500,000
1060	MJN	Year 2	12/31/2013	2013	$4,200,700,000	$1,528,500,000	$1,548,600,000	$100,200,000	$0	Consumer Staples	Packaged Foods & Meats	0.64	0.24	$1,023,400,000	$2,672,200,000
1061	MJN	Year 3	12/31/2014	2014	$4,409,300,000	$1,700,600,000	$1,617,600,000	$115,100,000	$0	Consumer Staples	Packaged Foods & Meats	0.61	0.22	$976,000,000	$2,708,700,000
1062	MJN	Year 4	12/31/2015	2015	$4,071,300,000	$1,455,300,000	$1,532,400,000	$108,400,000	$0	Consumer Staples	Packaged Foods & Meats	0.64	0.24	$975,200,000	$2,616,000,000
1063	MKC	Year 1	11/30/2013	2013	$4,123,400,000	$2,457,600,000	$1,090,300,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.40	0.14	$575,500,000	$1,665,800,000
1064	MKC	Year 2	11/30/2014	2014	$4,243,200,000	$2,513,000,000	$1,122,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.41	0.14	$608,200,000	$1,730,200,000
1065	MKC	Year 3	11/30/2015	2015	$4,296,300,000	$2,559,000,000	$1,127,400,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.40	0.14	$609,900,000	$1,737,300,000
1066	MKC	Year 4	11/30/2016	2016	$4,411,500,000	$2,579,800,000	$1,175,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.42	0.15	$656,700,000	$1,831,700,000
1067	MLM	Year 1	12/31/2012	2012	$2,031,901,000	$1,704,767,000	$135,824,000	$0	$0	Materials	Construction Materials	0.16	0.09	$191,310,000	$327,134,000
1068	MLM	Year 2	12/31/2013	2013	$2,155,551,000	$1,791,594,000	$145,298,000	$0	$0	Materials	Construction Materials	0.17	0.10	$218,659,000	$363,957,000
1069	MLM	Year 3	12/31/2014	2014	$2,957,951,000	$2,435,591,000	$164,596,000	$0	$0	Materials	Construction Materials	0.18	0.12	$357,764,000	$522,360,000
1070	MLM	Year 4	12/31/2015	2015	$3,539,570,000	$2,817,803,000	$233,887,000	$0	$0	Materials	Construction Materials	0.20	0.14	$487,880,000	$721,767,000
1071	MMC	Year 1	12/31/2012	2012	$11,924,000,000	$0	$7,134,000,000	$0	$2,961,000,000	Financials	Insurance Brokers	1.00	0.15	$1,829,000,000	$11,924,000,000
1072	MMC	Year 2	12/31/2013	2013	$12,261,000,000	$0	$7,226,000,000	$0	$2,958,000,000	Financials	Insurance Brokers	1.00	0.17	$2,077,000,000	$12,261,000,000
1073	MMC	Year 3	12/31/2014	2014	$12,951,000,000	$0	$7,515,000,000	$0	$3,135,000,000	Financials	Insurance Brokers	1.00	0.18	$2,301,000,000	$12,951,000,000
1074	MMC	Year 4	12/31/2015	2015	$12,893,000,000	$0	$7,334,000,000	$0	$3,140,000,000	Financials	Insurance Brokers	1.00	0.19	$2,419,000,000	$12,893,000,000
1075	MMM	Year 1	12/31/2013	2013	$30,871,000,000	$16,106,000,000	$6,384,000,000	$1,715,000,000	$0	Industrials	Industrial Conglomerates	0.48	0.22	$6,666,000,000	$14,765,000,000
1076	MMM	Year 2	12/31/2014	2014	$31,821,000,000	$16,447,000,000	$6,469,000,000	$1,770,000,000	$0	Industrials	Industrial Conglomerates	0.48	0.22	$7,135,000,000	$15,374,000,000
1077	MMM	Year 3	12/31/2015	2015	$30,274,000,000	$15,383,000,000	$6,182,000,000	$1,763,000,000	$0	Industrials	Industrial Conglomerates	0.49	0.23	$6,946,000,000	$14,891,000,000
1078	MMM	Year 4	12/31/2016	2016	$30,109,000,000	$15,040,000,000	$6,111,000,000	$1,735,000,000	$0	Industrials	Industrial Conglomerates	0.50	0.24	$7,223,000,000	$15,069,000,000
1079	MNST	Year 1	12/31/2012	2012	$2,060,702,000	$995,046,000	$0	$0	$0	Consumer Staples	Soft Drinks	0.52	0.52	$1,065,656,000	$1,065,656,000
1080	MNST	Year 2	12/31/2013	2013	$2,246,428,000	$1,073,497,000	$0	$0	$0	Consumer Staples	Soft Drinks	0.52	0.52	$1,172,931,000	$1,172,931,000
1081	MNST	Year 3	12/31/2014	2014	$2,464,867,000	$1,125,057,000	$0	$0	$0	Consumer Staples	Soft Drinks	0.54	0.54	$1,339,810,000	$1,339,810,000
1082	MNST	Year 4	12/31/2015	2015	$2,722,564,000	$1,090,263,000	$0	$0	$0	Consumer Staples	Soft Drinks	0.60	0.60	$1,632,301,000	$1,632,301,000
1083	MO	Year 1	12/31/2012	2012	$24,618,000,000	$15,055,000,000	$2,249,000,000	$0	$0	Consumer Staples	Tobacco	0.39	0.30	$7,314,000,000	$9,563,000,000
1084	MO	Year 2	12/31/2013	2013	$24,466,000,000	$14,009,000,000	$2,362,000,000	$0	$0	Consumer Staples	Tobacco	0.43	0.33	$8,095,000,000	$10,457,000,000
1085	MO	Year 3	12/31/2014	2014	$24,522,000,000	$14,362,000,000	$2,541,000,000	$0	$0	Consumer Staples	Tobacco	0.41	0.31	$7,619,000,000	$10,160,000,000
1086	MO	Year 4	12/31/2015	2015	$25,434,000,000	$14,320,000,000	$2,749,000,000	$0	$0	Consumer Staples	Tobacco	0.44	0.33	$8,365,000,000	$11,114,000,000
1087	MON	Year 1	8/31/2013	2013	$14,861,000,000	$7,208,000,000	$2,550,000,000	$1,533,000,000	$0	Materials	Fertilizers & Agricultural Chemicals	0.51	0.24	$3,570,000,000	$7,653,000,000
1088	MON	Year 2	8/31/2014	2014	$15,855,000,000	$7,281,000,000	$2,774,000,000	$1,725,000,000	$0	Materials	Fertilizers & Agricultural Chemicals	0.54	0.26	$4,075,000,000	$8,574,000,000
1089	MON	Year 3	8/31/2015	2015	$15,001,000,000	$6,819,000,000	$2,686,000,000	$1,580,000,000	$0	Materials	Fertilizers & Agricultural Chemicals	0.55	0.26	$3,916,000,000	$8,182,000,000
1090	MON	Year 4	8/31/2016	2016	$13,502,000,000	$6,485,000,000	$2,833,000,000	$1,512,000,000	$0	Materials	Fertilizers & Agricultural Chemicals	0.52	0.20	$2,672,000,000	$7,017,000,000
1091	MOS	Year 1	5/31/2013	2013	$9,974,100,000	$7,213,900,000	$550,600,000	$0	$0	Materials	Fertilizers & Agricultural Chemicals	0.28	0.22	$2,209,600,000	$2,760,200,000
1092	MOS	Year 2	12/31/2014	2014	$9,055,800,000	$7,129,200,000	$505,800,000	$0	$0	Materials	Fertilizers & Agricultural Chemicals	0.21	0.16	$1,420,800,000	$1,926,600,000
1093	MOS	Year 3	12/31/2015	2015	$8,895,300,000	$7,177,400,000	$439,100,000	$0	$0	Materials	Fertilizers & Agricultural Chemicals	0.19	0.14	$1,278,800,000	$1,717,900,000
1094	MOS	Year 4	12/31/2016	2016	$7,162,800,000	$6,352,800,000	$491,000,000	$0	$0	Materials	Fertilizers & Agricultural Chemicals	0.11	0.04	$319,000,000	$810,000,000
1095	MPC	Year 1	12/31/2012	2012	$82,243,000,000	$68,948,000,000	$7,202,000,000	$0	$995,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.16	0.06	$5,098,000,000	$13,295,000,000
1096	MPC	Year 2	12/31/2013	2013	$100,160,000,000	$87,758,000,000	$7,851,000,000	$0	$1,220,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.12	0.03	$3,331,000,000	$12,402,000,000
1097	MPC	Year 3	12/31/2014	2014	$97,817,000,000	$84,275,000,000	$8,450,000,000	$0	$1,326,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.14	0.04	$3,766,000,000	$13,542,000,000
1098	MPC	Year 4	12/31/2015	2015	$72,051,000,000	$55,891,000,000	$10,029,000,000	$0	$1,646,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.22	0.06	$4,485,000,000	$16,160,000,000
1099	MRK	Year 1	12/31/2012	2012	$47,267,000,000	$16,446,000,000	$12,776,000,000	$8,168,000,000	$0	Health Care	Pharmaceuticals	0.65	0.21	$9,877,000,000	$30,821,000,000
1100	MRK	Year 2	12/31/2013	2013	$44,033,000,000	$16,954,000,000	$11,911,000,000	$7,503,000,000	$0	Health Care	Pharmaceuticals	0.61	0.17	$7,665,000,000	$27,079,000,000
1101	MRK	Year 3	12/31/2014	2014	$42,237,000,000	$16,768,000,000	$11,606,000,000	$7,180,000,000	$0	Health Care	Pharmaceuticals	0.60	0.16	$6,683,000,000	$25,469,000,000
1102	MRK	Year 4	12/31/2015	2015	$39,498,000,000	$14,934,000,000	$10,313,000,000	$6,704,000,000	$0	Health Care	Pharmaceuticals	0.62	0.19	$7,547,000,000	$24,564,000,000
1103	MRO	Year 1	12/31/2012	2012	$11,966,000,000	$2,079,000,000	$4,017,000,000	$0	$2,008,000,000	Energy	Oil & Gas Exploration & Production	0.83	0.32	$3,862,000,000	$9,887,000,000
1104	MRO	Year 2	12/31/2013	2013	$11,325,000,000	$2,156,000,000	$3,469,000,000	$0	$2,500,000,000	Energy	Oil & Gas Exploration & Production	0.81	0.28	$3,200,000,000	$9,169,000,000
1105	MRO	Year 3	12/31/2014	2014	$10,846,000,000	$2,246,000,000	$3,627,000,000	$0	$2,861,000,000	Energy	Oil & Gas Exploration & Production	0.79	0.19	$2,112,000,000	$8,600,000,000
1106	MRO	Year 4	12/31/2015	2015	$5,522,000,000	$1,694,000,000	$1,831,000,000	$0	$2,957,000,000	Energy	Oil & Gas Exploration & Production	0.69	-0.17	-$960,000,000	$3,828,000,000
1107	MSFT	Year 1	6/30/2013	2013	$77,849,000,000	$20,385,000,000	$20,289,000,000	$10,411,000,000	$0	Information Technology	Systems Software	0.74	0.34	$26,764,000,000	$57,464,000,000
1108	MSFT	Year 2	6/30/2014	2014	$86,833,000,000	$27,078,000,000	$20,488,000,000	$11,381,000,000	$0	Information Technology	Systems Software	0.69	0.32	$27,886,000,000	$59,755,000,000
1109	MSFT	Year 3	6/30/2015	2015	$93,580,000,000	$33,038,000,000	$20,324,000,000	$12,046,000,000	$0	Information Technology	Systems Software	0.65	0.30	$28,172,000,000	$60,542,000,000
1110	MSFT	Year 4	6/30/2016	2016	$85,320,000,000	$32,780,000,000	$19,260,000,000	$11,988,000,000	$0	Information Technology	Systems Software	0.62	0.25	$21,292,000,000	$52,540,000,000
1111	MTB	Year 1	12/31/2012	2012	$4,608,955,000	$116,586,000	$2,448,629,000	$0	$264,631,000	Financials	Banks	0.97	0.39	$1,779,109,000	$4,492,369,000
1112	MTB	Year 2	12/31/2013	2013	$4,822,539,000	$83,692,000	$2,540,954,000	$0	$231,912,000	Financials	Banks	0.98	0.41	$1,965,981,000	$4,738,847,000
1113	MTB	Year 3	12/31/2014	2014	$4,736,150,000	$63,083,000	$2,655,650,000	$0	$157,824,000	Financials	Banks	0.99	0.39	$1,859,593,000	$4,673,067,000
1114	MTB	Year 4	12/31/2015	2015	$4,995,881,000	$73,814,000	$2,796,508,000	$0	$196,424,000	Financials	Banks	0.99	0.39	$1,929,135,000	$4,922,067,000
1115	MTD	Year 1	12/31/2013	2013	$2,378,972,000	$1,097,041,000	$692,693,000	$116,346,000	$24,539,000	Health Care	Life Sciences Tools & Services	0.54	0.19	$448,353,000	$1,281,931,000
1116	MTD	Year 2	12/31/2014	2014	$2,485,983,000	$1,127,233,000	$728,582,000	$123,297,000	$29,185,000	Health Care	Life Sciences Tools & Services	0.55	0.19	$477,686,000	$1,358,750,000
1117	MTD	Year 3	12/31/2015	2015	$2,395,447,000	$1,043,454,000	$700,810,000	$119,076,000	$30,951,000	Health Care	Life Sciences Tools & Services	0.56	0.21	$501,156,000	$1,351,993,000
1118	MTD	Year 4	12/31/2016	2016	$2,508,257,000	$1,072,670,000	$732,622,000	$119,968,000	$36,052,000	Health Care	Life Sciences Tools & Services	0.57	0.22	$546,945,000	$1,435,587,000
1119	MU	Year 1	8/29/2013	2013	$9,073,000,000	$7,226,000,000	$554,000,000	$931,000,000	$0	Information Technology	Semiconductors	0.20	0.04	$362,000,000	$1,847,000,000
